sensor1,sensor2,sensor3,time
0.24838014211725223,3.214767778334626,12.313404849546,2020-04-01 00:00:00
2.2584299708055755,1.054156160648108,11.453157148896343,2020-04-01 00:01:00
4.83481759248538,0.284641367748072,10.082686860491762,2020-04-01 00:02:00
5.058023128673213,0.8458711803266571,9.870637329099354,2020-04-01 00:03:00
6.888019937091776,-2.0192887408139844,9.265984565445114,2020-04-01 00:04:00
2.693355242998737,3.4529993331416153,11.158909262085297,2020-04-01 00:05:00
3.887743328574061,0.25456016966196165,10.779004433592066,2020-04-01 00:06:00
7.160697718274999,-5.105444442907915,8.551226611724704,2020-04-01 00:07:00
4.503997184724513,0.07950089451382615,9.784141470696914,2020-04-01 00:08:00
7.194497529363217,0.987895217682183,8.998194385273196,2020-04-01 00:09:00
3.7371684081867986,-0.3056999780056098,10.217978396266183,2020-04-01 00:10:00
6.630074289189496,-1.3641465003901787,8.957715859179487,2020-04-01 00:11:00
6.723224256720695,1.061803439567233,8.832450423794187,2020-04-01 00:12:00
6.228226601390437,-3.675219971117598,9.360762154635133,2020-04-01 00:13:00
5.328226454662494,1.8069709509505554,9.776130720594722,2020-04-01 00:14:00
3.5476462592359916,2.179612139091789,11.088962468475806,2020-04-01 00:15:00
2.093176325209225,5.7428284527374425,11.860110239848067,2020-04-01 00:16:00
4.795829527187156,-1.410655068460875,10.078259255902429,2020-04-01 00:17:00
5.223759838400322,-0.15909890182347725,10.401703074385207,2020-04-01 00:18:00
6.994305750951973,0.11907367977163079,8.778740401421668,2020-04-01 00:19:00
3.9490138655350697,2.1514805566132336,10.875844775073242,2020-04-01 00:20:00
6.940568026585467,-0.6200692566100505,9.169532151314213,2020-04-01 00:21:00
3.7338971228605002,-0.20993953309921376,10.856972756534502,2020-04-01 00:22:00
6.293878018967169,-2.196417719565808,9.351916772521733,2020-04-01 00:23:00
3.8106646917616946,0.629595951670045,10.975249458668504,2020-04-01 00:24:00
4.198262760110176,0.5280734492735161,10.223539607573201,2020-04-01 00:25:00
5.53134628898509,1.398387141624326,9.740084727813821,2020-04-01 00:26:00
7.012669077947398,-1.1990459637644424,9.280680837615728,2020-04-01 00:27:00
6.631930484195581,-1.157929725998627,8.769529164898689,2020-04-01 00:28:00
2.0804466542721616,2.061284035303249,11.745209191101367,2020-04-01 00:29:00
4.546657099285176,1.813811504877759,10.10935712524535,2020-04-01 00:30:00
4.078248837398116,0.1261291542280676,10.80820736856287,2020-04-01 00:31:00
3.532372434396279,-1.3544374663156455,11.365324441215677,2020-04-01 00:32:00
5.64772259881968,-3.0288579272165816,9.702198200029516,2020-04-01 00:33:00
5.93730016116568,-1.7714335140081598,9.178644963253243,2020-04-01 00:34:00
6.397149860482608,-0.7552535375664644,9.237623643097457,2020-04-01 00:35:00
4.84693205395844,1.1917966170772063,10.504079629764943,2020-04-01 00:36:00
7.682669947944775,-3.6756797454267653,8.53284779253822,2020-04-01 00:37:00
5.0222181388713745,-2.425886000079976,10.082914538760614,2020-04-01 00:38:00
4.998831337442179,-1.319460520899586,10.084656211804685,2020-04-01 00:39:00
3.1050552497267625,1.0160611641396458,10.913258830142482,2020-04-01 00:40:00
4.86762926424013,0.516712775111568,10.094823892106858,2020-04-01 00:41:00
4.353867573845245,-0.7778923973883994,10.40150663412894,2020-04-01 00:42:00
6.132741446834374,0.0375127706813642,9.359092800780763,2020-04-01 00:43:00
7.309130817266306,-5.404557889830723,9.140642368050425,2020-04-01 00:44:00
4.9186535352043395,1.5884360308501309,10.01986816452669,2020-04-01 00:45:00
2.872072353795935,1.0835823088628982,11.552302647795297,2020-04-01 00:46:00
7.982707121214343,-2.872831439450117,8.5220658168721,2020-04-01 00:47:00
4.08892511628412,3.584158627366088,10.44516721969632,2020-04-01 00:48:00
2.5487520459005073,-1.0587553468515478,11.742619743459564,2020-04-01 00:49:00
5.887239031091189,2.0114791309505997,9.540174955089334,2020-04-01 00:50:00
8.470299001090599,-2.808873309348947,7.5725901339853925,2020-04-01 00:51:00
2.2912321054747293,3.8848101844505303,11.328488191669114,2020-04-01 00:52:00
5.78019985521491,-1.0126144007468922,9.238582398626923,2020-04-01 00:53:00
3.3542245746609933,2.489303255700863,10.463074374985812,2020-04-01 00:54:00
5.918687296741561,-1.2486298720545213,8.804553106929674,2020-04-01 00:55:00
4.168042469566865,3.8035795635119505,10.804118790470588,2020-04-01 00:56:00
7.357154481780204,-0.7853716488705096,8.726970033750616,2020-04-01 00:57:00
3.211368762901702,4.701315454698646,11.2856434381465,2020-04-01 00:58:00
2.8365452492711154,3.5138515490000044,11.150451544027778,2020-04-01 00:59:00
3.189897583705747,0.921580014457671,10.852179226760292,2020-04-01 01:00:00
4.3369000650326255,2.563717174034886,9.907526470487824,2020-04-01 01:01:00
3.214818332678565,0.9533288371145863,11.182669580295773,2020-04-01 01:02:00
5.296305793640338,0.6841011189512024,10.258987763261421,2020-04-01 01:03:00
7.023317108118818,2.3423802789510675,8.55233480297302,2020-04-01 01:04:00
7.884584952397931,-0.7648355109397874,8.435429272875632,2020-04-01 01:05:00
3.436319650073341,1.1841768106066237,11.238623238789321,2020-04-01 01:06:00
1.6079099655974365,2.0737553232564916,11.543248760370046,2020-04-01 01:07:00
8.735007202381063,-0.6187107380865005,7.82452534874967,2020-04-01 01:08:00
4.109100159807562,2.151010455460935,10.679172656296451,2020-04-01 01:09:00
5.097504788847817,-0.4548215300069233,9.845598178607815,2020-04-01 01:10:00
2.6962329035557326,1.454325561891547,11.311047036170756,2020-04-01 01:11:00
5.836177890379859,-0.408649950108182,9.420613854925014,2020-04-01 01:12:00
2.6815265064720606,0.6563929038423983,11.541844473905119,2020-04-01 01:13:00
6.155580370039911,-0.2773441151094712,8.822847931792019,2020-04-01 01:14:00
7.052629626204147,-2.862256930511408,9.505677690932313,2020-04-01 01:15:00
7.593640425163943,-4.215951799625148,8.676448955010061,2020-04-01 01:16:00
5.774096529522704,-1.8804804508620718,9.62417430958511,2020-04-01 01:17:00
5.6321625757084375,2.607912503456764,9.630155372843443,2020-04-01 01:18:00
4.1275163474295455,0.5274360784067671,10.453767849327564,2020-04-01 01:19:00
5.133689819161905,0.9378573205573265,9.725952008106278,2020-04-01 01:20:00
3.7006805080961076,3.450585329241011,10.647199735008545,2020-04-01 01:21:00
4.1102496831930635,-0.9043730102587831,10.758203199204628,2020-04-01 01:22:00
5.102952624944896,1.3238871146499693,9.78152806004477,2020-04-01 01:23:00
4.119471235453291,1.3231470487816313,10.161393802280111,2020-04-01 01:24:00
6.147602235504134,2.0448361975740523,9.347768993300464,2020-04-01 01:25:00
6.198903871814483,-3.0559979429391904,9.259768565680304,2020-04-01 01:26:00
5.8678847156056975,-1.9575128578559275,9.648682584572768,2020-04-01 01:27:00
6.333618559377336,-2.449688885559457,8.99078529723454,2020-04-01 01:28:00
4.779656700582697,1.0568826546838779,9.431722160765654,2020-04-01 01:29:00
5.090875288057526,0.35053248351452826,9.175045516260647,2020-04-01 01:30:00
4.435848036813523,-2.287160341318115,10.3607124894683,2020-04-01 01:31:00
5.146375594215333,1.4421621877954418,10.112348605409839,2020-04-01 01:32:00
5.353453774638601,-2.125129463228611,9.436856946897032,2020-04-01 01:33:00
7.380661412856153,1.9241152334673104,8.329619423321663,2020-04-01 01:34:00
8.220791136905447,-5.6933546370024395,8.031346201102025,2020-04-01 01:35:00
6.028757322930911,-0.0495508094699797,8.820123506141249,2020-04-01 01:36:00
6.8876387748401156,-1.0339653496945,8.952353233588694,2020-04-01 01:37:00
5.746716153835287,3.4024795630865103,9.172300759595707,2020-04-01 01:38:00
6.9258458082602585,-2.256444917990714,9.071298790952763,2020-04-01 01:39:00
3.8982754348384656,0.06791561900884749,10.260352926519419,2020-04-01 01:40:00
7.9294514852549876,-1.9060222559962503,8.17259688988861,2020-04-01 01:41:00
5.230048699812719,2.146303104724433,9.998951388342928,2020-04-01 01:42:00
5.807818159047029,-0.00924097051066851,9.411168706664434,2020-04-01 01:43:00
4.533456482470562,1.824091645018533,9.711603062550214,2020-04-01 01:44:00
6.241698825562979,-0.13846778753728287,9.498721071250968,2020-04-01 01:45:00
3.2657222542581534,1.6071890401517968,11.012301533501967,2020-04-01 01:46:00
6.307405657872437,0.8881464363701564,9.140301963594965,2020-04-01 01:47:00
6.068274204037176,-2.549795333597077,9.535231444278216,2020-04-01 01:48:00
6.185745904846216,-0.3919706195666384,9.27216260515337,2020-04-01 01:49:00
3.2580100962505822,0.9178999359586211,11.09189039934489,2020-04-01 01:50:00
4.01051832498956,5.394255774437102,10.708416731697444,2020-04-01 01:51:00
7.063186129062715,0.7396610474731534,8.839725462496851,2020-04-01 01:52:00
7.024715499756546,0.06530774864535725,8.772121945463445,2020-04-01 01:53:00
8.38235433385271,1.5214124061068877,7.741302354655039,2020-04-01 01:54:00
